"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-01","0.00","0.0",,"81","56"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-02","0.00","0.0",,"77","53"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-03","0.35","0.0",,"76","61"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-04","1.17","0.0",,"79","62"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-05","0.00","0.0",,,
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-06","0.00","0.0",,"76","54"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-07","0.00","0.0",,"68","54"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-08","0.75","0.0",,"81","62"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-09","0.00","0.0",,"82","62"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-10","0.00","0.0",,"85","53"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-11","0.30","0.0",,"81","57"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-12","0.00","0.0",,,
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-13","0.00","0.0",,"88","55"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-14","0.00","0.0",,"90","59"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-15","0.00","0.0",,"88","61"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-16","0.00","0.0",,"90","61"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-17","0.05","0.0",,"90","68"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-18","0.00","0.0",,"81","67"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-19","0.00","0.0",,,
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-20","0.00","0.0",,"80","58"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-21","0.20","0.0",,"81","54"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-22","0.00","0.0",,"75","61"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-23","0.00","0.0",,"82","53"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-24","0.80","0.0",,"80","58"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-25","0.04","0.0",,"78","64"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-26","0.00","0.0",,"82","54"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-27","0.00","0.0",,"92","52"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-28","0.00","0.0",,"88","60"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-29","0.00","0.0",,"81","63"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-30","0.05","0.0",,"82","62"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-08-31","0.11","0.0",,"69","52"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-01","0.00","0.0",,"69","39"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-02","0.00","0.0",,"75","49"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-03","0.66","0.0",,"64","56"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-04","0.00","0.0",,"68","54"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-05","0.00","0.0",,"69","51"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-06","0.00","0.0",,"76","43"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-07","0.00","0.0",,"79","43"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-08","0.00","0.0",,"76","44"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-09","0.00","0.0",,"66","54"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-10","0.22","0.0",,"67","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-11","0.64","0.0",,"56","44"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-12","1.19","0.0",,"55","44"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-13","0.39","0.0",,"79","49"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-14","0.12","0.0",,"59","52"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-15","0.00","0.0",,"71","53"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-16","0.00","0.0",,"72","58"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-17","0.01","0.0",,"70","53"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-18","0.00","0.0",,"62","53"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-19","0.00","0.0",,"67","35"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-20","0.49","0.0",,"77","43"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-21","0.51","0.0",,"65","51"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-22","0.00","0.0",,"62","51"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-23","0.00","0.0",,"54","45"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-24","0.00","0.0",,"57","31"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-25","0.00","0.0",,"53","34"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-26","0.06","0.0",,"53","40"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-27","0.03","0.0",,"54","36"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-28","0.11","0.0",,"53","39"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-29","0.00","0.0",,"52","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-09-30","0.00","0.0",,"62","28"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-01","0.00","0.0",,"67","29"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-02","0.00","0.0",,"59","35"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-03","0.00","0.0",,"68","49"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-04","0.00","0.0",,"77","47"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-05","0.05","0.0",,"72","44"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-06","0.41","0.0",,"62","48"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-07","0.00","0.0",,"54","49"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-08","0.00","0.0",,"59","29"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-09","0.22","0.0",,"67","37"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-10","0.00","0.0",,"54","41"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-11","0.29","0.0",,"50","38"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-12","0.00","0.0",,"75","41"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-13","1.10","0.0",,"50","40"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-14","0.00","0.0",,"50","28"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-15","0.00","0.0",,"54","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-16","0.14","0.0",,"57","42"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-17","0.55","0.0",,"68","51"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-18","1.19","0.0",,"45","40"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-19","0.03","0.0",,"63","39"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-20","0.00","0.0",,,
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-21","0.00","0.0",,"53","38"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-22","0.00","0.0",,"61","38"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-23","0.31","0.0",,"63","51"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-24","0.02","0.0",,"46","41"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-25","0.00","0.0",,"43","35"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-26","0.00","0.0",,"38","31"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-27","0.00","0.0",,"42","26"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-28","0.11","0.0",,"47","29"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-29","0.00","0.0",,"32","27"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-30","0.00","0.0",,"35","19"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-10-31","0.00","0.0",,"44","25"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-01","0.00","0.0",,"45","34"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-02","0.00","0.0",,"44","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-03","0.19","0.0",,"40","28"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-04","0.16","0.0",,"51","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-05","0.00","0.0",,"36","24"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-06","0.08","0.0",,"51","26"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-07","0.00","0.0",,"43","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-08","0.00","0.0",,"40","24"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-09","0.00","0.0",,"41","29"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-10","0.00","0.0",,"46","24"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-11","0.00","0.0",,"45","24"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-12","0.00","0.0",,"40","22"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-13","0.00","0.0",,"46","22"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-14","0.00","0.0",,"55","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-15","0.00","0.0",,"62","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-16","0.00","0.0",,"53","47"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-17","0.65","0.0",,"43","39"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-18","0.57","0.0",,"45","38"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-19","0.14","0.0",,"43","37"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-20","0.65","0.0",,"30","28"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-21","0.00","0.0",,"34","23"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-22","0.14","0.0",,"33","26"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-23","0.00","0.0",,"34","28"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-24","0.00","0.0",,"40","27"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-25","0.00","0.0",,"28","25"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-26","0.00","0.0",,"24","16"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-27","0.05","0.0",,"31","17"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-28","0.06","0.0",,"36","13"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-29","0.00","0.0",,"31","21"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-11-30","0.10","1.0",,"25","16"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-01","1.00","10.0",,"33","18"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-02","0.00","0.0",,"34","24"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-03","0.20","2.0",,"36","10"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-04","0.00","0.0",,"37","25"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-05","0.28","1.0",,"37","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-06","0.00","0.0",,"22","16"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-07","0.25","2.5",,"27","7"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-08","0.00","0.0",,"19","1"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-09","0.05","0.5",,"19","0"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-10","0.00","0.0",,"26","4"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-11","0.00","0.0",,"33","6"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-12","0.00","0.0",,"36","26"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-13","0.00","0.0",,"36","12"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-14","0.00","0.0",,"36","22"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-15","0.00","0.0",,"36","6"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-16","0.12","0.0",,"39","10"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-17","0.25","0.0",,"45","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-18","0.33","0.0",,"32","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-19","0.01","0.1",,"37","25"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-20","0.10","1.0",,"31","23"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-21","0.27","2.7",,"24","15"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-22","0.00","0.0",,"22","-1"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-23","0.00","0.0",,"25","3"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-24","0.00","0.0",,"40","15"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-25","0.00","0.0",,,
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-26","0.00","0.0",,"38","25"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-27","0.00","0.0",,"38","27"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-28","0.11","0.0",,"36","31"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-29","0.00","0.0",,"31","29"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-30","0.00","0.0",,"24","13"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1928-12-31","0.00","0.0",,"27","16"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-01","1.20","12.0",,,
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-02","0.00","0.0",,"12","11"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-03","0.02","0.2",,"29","-6"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-04","0.00","0.0",,"10","3"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-05","0.00","0.0",,"44","-13"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-06","1.28","0.0",,"42","-10"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-07","0.00","0.0",,"20","15"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-08","0.00","0.0",,"21","-3"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-09","0.00","0.0",,"32","1"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-10","0.74","4.5",,"37","9"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-11","0.00","0.0",,"29","2"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-12","0.00","0.0",,"18","6"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-13","0.00","0.0",,"12","2"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-14","0.00","0.0",,"-6","-14"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-15","0.00","0.0",,"8","-13"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-16","0.02","0.2",,"15","-9"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-17","0.44","4.4",,"40","0"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-18","0.65","0.0",,"39","12"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-19","0.96","0.0",,"37","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-20","0.00","0.0",,"26","22"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-21","0.02","0.2",,"19","8"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-22","0.00","0.0",,"19","8"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-23","0.16","1.6",,"23","6"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-24","0.00","0.0",,"19","7"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-25","0.10","1.0",,"30","1"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-26","0.70","7.0",,"21","10"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-27","0.00","0.0",,"13","8"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-28","0.00","0.0",,"10","-5"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-29","0.10","1.0",,"11","-2"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-30","0.00","0.0",,"12","5"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-01-31","0.08","0.8",,"15","8"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-01","0.11","1.1",,"21","10"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-02","0.06","0.6",,"21","10"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-03","0.00","0.0",,"22","16"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-04","0.00","0.0",,"17","8"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-05","0.00","0.0",,"27","-6"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-06","0.00","0.0",,"31","-9"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-07","0.50","5.0",,"38","-6"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-08","0.05","0.5",,"24","24"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-09","0.05","0.5",,"25","15"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-10","0.15","1.5",,"29","20"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-11","0.02","0.2",,"13","-6"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-12","0.00","0.0",,"13","-10"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-13","0.00","0.0",,"13","-14"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-14","0.00","0.0",,"15","-13"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-15","0.19","1.9",,"28","-4"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-16","0.00","0.0",,"34","15"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-17","0.08","0.8",,"35","19"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-18","0.15","0.2",,"39","13"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-19","0.02","0.2",,"14","10"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-20","0.00","0.0",,"8","-14"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-21","0.07","0.7",,"21","-14"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-22","0.02","0.2",,"24","-4"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-23","0.00","0.0",,"18","-3"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-24","0.10","1.0",,"24","-5"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-25","0.00","0.0",,"29","-7"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-26","0.05","0.0",,"39","-6"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-27","0.19","0.0",,"43","12"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-02-28","0.00","0.0",,"34","24"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-01","0.00","0.0",,"36","13"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-02","0.30","3.0",,"33","15"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-03","0.00","0.0",,"36","12"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-04","0.50","0.0",,"37","28"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-05","0.15","0.0",,"35","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-06","0.00","0.0",,"33","21"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-07","0.30","3.0",,"20","16"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-08","0.00","0.0",,"12","2"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-09","0.30","3.0",,"17","2"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-10","0.00","0.0",,"21","-6"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-11","0.00","0.0",,,
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-12","0.00","0.0",,,
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-13","0.00","0.0",,,
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-14","0.04","0.0",,"35","30"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-15","0.85","0.0",,"41","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-16","0.49","1.0",,"35","30"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-17","0.00","0.0",,"23","10"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-18","0.00","0.0",,"37","11"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-19","0.00","0.0",,"51","24"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-20","0.14","0.1",,"41","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-21","0.01","0.0",,"53","25"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-22","0.83","0.0",,"38","34"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-23","0.31","0.0",,"33","29"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-24","0.00","0.0",,"34","27"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-25","0.44","0.0",,"36","28"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-26","0.00","0.0",,"43","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-27","0.00","0.0",,"42","30"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-28","0.10","1.0",,"44","31"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-29","0.00","0.0",,"39","22"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-30","0.02","0.0",,"41","26"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-03-31","0.17","0.0",,"38","35"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-01","0.66","0.0",,"51","27"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-02","0.00","0.0",,"34","15"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-03","0.00","0.0",,"45","17"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-04","0.00","0.0",,"61","31"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-05","0.10","0.0",,"46","35"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-06","0.48","0.0",,"45","34"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-07","0.00","0.0",,"62","34"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-08","0.33","0.0",,"45","39"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-09","0.00","0.0",,"58","30"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-10","0.00","0.0",,"38","25"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-11","0.00","0.0",,"46","23"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-12","0.20","2.0",,"35","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-13","0.55","5.5",,"33","30"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-14","0.00","0.0",,"36","26"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-15","0.00","0.0",,"45","28"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-16","0.00","0.0",,"44","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-17","1.02","2.5",,"36","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-18","0.46","0.0",,"40","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-19","0.08","0.0",,"50","35"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-20","0.00","0.0",,"52","30"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-21","0.00","0.0",,"55","35"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-22","0.00","0.0",,"53","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-23","0.00","0.0",,"53","29"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-24","0.00","0.0",,"62","30"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-25","0.15","0.0",,"48","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-26","0.36","0.0",,"58","40"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-27","0.00","0.0",,"54","34"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-28","0.02","0.0",,"60","41"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-29","0.44","0.2",,"42","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-04-30","0.00","0.0",,"51","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-05-01","0.02","0.0",,"55","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-05-02","0.08","0.0",,"61","39"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-05-03","1.56","0.0",,"58","42"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-05-04","0.00","0.0",,"47","36"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-05-05","0.47","0.0",,"47","38"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-05-06","0.00","0.0",,"58","37"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-05-07","0.37","0.0",,"53","42"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-05-08","0.00","0.0",,"47","38"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-05-09","0.00","0.0",,"54","36"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-05-10","0.00","0.0",,"64","36"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-05-11","0.00","0.0",,"66","37"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1929-05-12","0.44","0.0",,"66","49"
