"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-07","0.00","0.0",,"40","35"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-08","0.00","0.0",,"44","34"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-09","0.00","0.0",,"37","28"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-10","0.00","0.0",,"47","30"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-11","0.00","0.0",,"46","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-12","0.00","0.0",,"51","34"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-13","0.01","0.0",,"56","29"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-14","0.00","0.0",,"49","43"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-15","0.07","0.0",,"48","34"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-16","0.00","0.0",,"50","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-17","0.00","0.0",,"46","28"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-18","0.00","0.0",,"56","35"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-19","0.07","0.0",,"57","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-20","0.00","0.0",,"53","38"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-21","0.29","0.0",,"48","27"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-22","0.82","5.8",,"36","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-23","0.00","0.0",,"46","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-24","0.00","0.0",,"57","29"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-25","0.00","0.0",,"65","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-26","0.00","0.0",,"69","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-27","0.01","0.0",,"71","36"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-28","0.56","0.0",,"66","45"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-29","0.00","0.0",,"64","45"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-04-30","0.00","0.0",,"67","35"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-01","0.00","0.0",,"73","37"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-02","0.00","0.0",,"75","41"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-03","0.00","0.0",,"79","39"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-04","0.00","0.0",,"77","42"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-05","0.13","0.0",,"60","48"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-06","0.29","0.0",,"59","46"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-07","0.48","0.0",,"53","45"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-08","0.17","0.0",,"66","45"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-09","0.13","0.0",,"68","47"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-10","0.00","0.0",,"49","41"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-11","0.00","0.0",,"67","37"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-12","0.00","0.0",,"75","41"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-13","0.10","0.0",,"75","60"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-14","0.75","0.0",,"43","39"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-15","0.41","0.0",,"50","36"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-16","0.00","0.0",,"65","34"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-17","0.20","0.0",,"63","44"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-18","0.03","0.0",,"63","48"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-19","0.62","0.0",,"57","45"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-20","0.27","0.0",,"65","48"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-21","0.00","0.0",,"63","41"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-22","0.14","0.0",,"71","44"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-23","0.00","0.0",,"68","57"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-24","0.00","0.0",,"66","49"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-25","0.00","0.0",,"71","45"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-26","0.01","0.0",,"71","51"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-27","0.00","0.0",,"77","60"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-28","0.00","0.0",,"76","48"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-29","0.00","0.0",,"78","48"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-30","0.00","0.0",,"82","53"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-05-31","0.00","0.0",,"86","65"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-01","0.14","0.0",,"81","61"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-02","0.02","0.0",,"75","47"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-03","0.48","0.0",,"64","58"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-04","0.00","0.0",,"68","54"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-05","0.00","0.0",,"76","47"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-06","0.00","0.0",,"80","51"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-07","0.00","0.0",,"79","61"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-08","0.00","0.0",,"77","55"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-09","0.03","0.0",,"73","55"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-10","0.15","0.0",,"66","52"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-11","0.07","0.0",,"75","48"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-12","0.06","0.0",,"73","48"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-13","0.00","0.0",,"79","47"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-14","0.00","0.0",,"74","56"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-15","0.00","0.0",,"72","53"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-16","0.00","0.0",,"76","49"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-17","1.42","0.0",,"79","55"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-18","0.31","0.0",,"60","57"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-19","0.00","0.0",,"69","50"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-20","0.37","0.0",,"79","50"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-21","0.21","0.0",,"79","64"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-22","0.00","0.0",,"73","61"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-23","0.00","0.0",,"77","51"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-24","0.00","0.0",,"82","55"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-25","0.00","0.0",,"86","56"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-26","0.00","0.0",,"82","58"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-27","0.00","0.0",,"77","54"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-28","0.01","0.0",,"77","56"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-29","0.13","0.0",,"76","60"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-06-30","0.17","0.0",,"69","53"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-01","0.14","0.0",,"67","56"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-02","0.00","0.0",,"73","55"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-03","0.00","0.0",,"77","50"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-04","0.00","0.0",,"83","61"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-05","0.00","0.0",,"85","59"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-06","0.00","0.0",,"84","60"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-07","0.00","0.0",,"89","70"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-08","0.00","0.0",,"88","73"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-09","0.00","0.0",,"87","64"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-10","0.09","0.0",,"79","66"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-11","0.15","0.0",,"70","63"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-12","0.00","0.0",,"82","54"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-13","0.00","0.0",,"74","55"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-14","0.00","0.0",,"82","54"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-15","0.99","0.0",,"76","65"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-16","0.12","0.0",,"86","65"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-17","0.43","0.0",,"83","65"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-18","0.00","0.0",,"78","57"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-19","0.00","0.0",,"82","52"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-20","0.00","0.0",,"82","56"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-21","0.00","0.0",,"84","56"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-22","0.00","0.0",,"86","61"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-23","0.00","0.0",,"88","63"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-24","0.00","0.0",,"82","64"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-25","0.03","0.0",,"87","59"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-26","1.00","0.0",,"83","66"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-27","0.00","0.0",,"69","61"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-28","0.00","0.0",,"75","60"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-29","0.18","0.0",,"80","53"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-30","0.41","0.0",,"78","64"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-07-31","0.00","0.0",,"77","59"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-01","0.26","0.0",,"74","58"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-02","0.06","0.0",,"71","60"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-03","0.06","0.0",,"84","59"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-04","0.03","0.0",,"86","65"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-05","0.00","0.0",,"84","70"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-06","0.00","0.0",,"89","61"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-07","0.00","0.0",,"89","66"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-08","0.00","0.0",,"84","70"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-09","0.00","0.0",,"87","67"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-10","0.22","0.0",,"86","69"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-11","0.38","0.0",,"79","71"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-12","1.06","0.0",,"84","68"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-13","0.03","0.0",,"74","63"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-14","0.00","0.0",,"73","54"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-15","0.00","0.0",,"81","52"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-16","0.00","0.0",,"88","64"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-17","0.00","0.0",,"84","67"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-18","0.00","0.0",,"76","60"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-19","0.78","0.0",,"84","55"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-20","0.03","0.0",,"78","68"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-21","0.05","0.0",,"79","67"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-22","0.00","0.0",,"70","49"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-23","0.00","0.0",,"74","47"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-24","0.00","0.0",,"77","50"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-25","0.00","0.0",,"83","56"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-26","0.00","0.0",,"86","63"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-27","0.00","0.0",,"81","64"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-28","0.00","0.0",,"79","60"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-29","0.00","0.0",,"85","51"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-30","0.00","0.0",,"86","58"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-08-31","0.00","0.0",,"87","63"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-01","0.00","0.0",,"88","58"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-02","0.00","0.0",,"89","67"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-03","0.03","0.0",,"87","70"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-04","0.00","0.0",,"72","57"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-05","0.00","0.0",,"65","46"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-06","0.04","0.0",,"69","38"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-07","0.00","0.0",,"71","45"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-08","0.00","0.0",,"72","51"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-09","0.18","0.0",,"78","37"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-10","0.00","0.0",,"80","61"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-11","0.14","0.0",,"79","60"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-12","0.00","0.0",,"57","53"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-13","0.78","0.0",,"56","44"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-14","0.00","0.0",,"57","48"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-15","0.36","0.0",,"68","45"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-16","0.11","0.0",,"65","49"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-17","0.00","0.0",,"62","49"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-18","0.15","0.0",,"64","36"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-19","0.52","0.0",,"53","48"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-20","0.00","0.0",,"55","45"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-21","0.00","0.0",,"64","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-22","0.00","0.0",,"67","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-23","0.00","0.0",,"73","46"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-24","0.00","0.0",,"82","54"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-25","0.00","0.0",,"81","52"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-26","0.02","0.0",,"60","52"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-27","0.00","0.0",,"59","42"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-28","0.00","0.0",,"56","39"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-29","0.00","0.0",,"53","46"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-09-30","0.10","0.0",,"65","34"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-01","0.14","0.0",,"60","49"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-02","0.00","0.0",,"55","40"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-03","0.00","0.0",,"57","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-04","0.00","0.0",,"63","38"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-05","0.33","0.0",,"72","47"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-06","0.41","0.0",,"76","61"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-07","0.00","0.0",,"58","42"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-08","0.00","0.0",,"41","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-09","0.00","0.0",,"48","25"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-10","0.00","0.0",,"50","34"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-11","0.00","0.0",,"52","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-12","0.39","0.0",,"54","31"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-13","0.00","0.0",,"40","31"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-14","0.00","0.0",,"46","23"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-15","0.00","0.0",,"42","30"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-16","0.00","0.0",,"47","27"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-17","0.00","0.0",,"53","23"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-18","0.32","0.0",,"58","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-19","0.17","0.0",,"67","53"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-20","0.24","0.0",,"57","48"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-21","0.00","0.0",,"55","46"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-22","0.06","0.0",,"58","34"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-23","0.08","0.0",,"62","46"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-24","0.00","0.0",,"44","36"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-25","0.00","0.0",,"44","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-26","0.11","0.0",,"52","31"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-27","0.00","0.0",,"58","46"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-28","1.28","0.0",,"51","46"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-29","0.11","0.0",,"51","45"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-30","0.00","0.0",,"50","44"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-10-31","0.00","0.0",,"40","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-01","0.02","0.0",,"44","29"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-02","0.18","0.0",,"53","35"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-03","0.00","0.0",,"35","29"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-04","0.00","0.0",,"38","22"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-05","0.07","0.0",,"43","30"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-06","0.00","0.0",,"42","26"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-07","0.01","0.0",,"41","22"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-08","0.50","0.0",,"56","30"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-09","0.00","0.0",,"49","37"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-10","0.00","0.0",,"35","31"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-11","0.00","0.0",,"31","20"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-12","0.00","0.0",,"42","18"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-13","1.03","0.0",,"41","28"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-14","0.04","0.0",,"42","38"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-15","0.02","0.0",,"41","38"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-16","0.09","0.0",,"40","36"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-17","0.03","0.0",,"43","38"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-18","0.00","0.0",,"38","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-19","0.00","0.0",,"34","26"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-20","0.00","0.0",,"37","27"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-21","0.00","0.0",,"33","27"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-22","0.00","0.0",,"27","25"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-23","0.00","0.0",,"36","19"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-24","0.00","0.0",,"38","32"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-25","0.00","0.0",,"41","33"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-26","0.10","0.0",,"44","30"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-27","0.00","0.0",,"46","38"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-28","0.33","0.0",,"52","35"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-29","0.00","0.0",,"34","31"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-11-30","0.00","0.0",,"33","28"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-01","0.00","0.0",,"33","28"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-02","0.00","0.0",,"24","15"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-03","0.00","0.0",,"28","11"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-04","0.00","0.0",,"37","20"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-05","0.05","0.5",,"32","27"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-06","0.55","5.5",,"33","22"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-07","0.14","1.4",,"33","26"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-08","0.00","0.0",,"27","24"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-09","0.00","0.0",,"23","16"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-10","0.00","0.0",,"24","12"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-11","0.01","0.1",,"23","13"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-12","0.02","0.2",,"17","5"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-13","0.00","0.0",,"14","3"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-14","0.10","1.0",,"24","9"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-15","0.35","3.5",,"27","18"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-16","0.03","0.3",,"29","18"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-17","0.30","3.0",,"32","22"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-18","0.22","2.0",,"33","24"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-19","0.00","0.0",,"33","26"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-20","0.00","0.0",,"8","-1"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-21","0.02","0.2",,"11","-20"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-22","0.19","1.4",,"37","2"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-23","0.00","0.0",,"23","13"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-24","0.55","5.5",,"32","-2"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-25","0.00","0.0",,"26","15"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-26","0.12","1.2",,"22","7"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-27","0.02","0.2",,"20","2"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-28","0.10","1.0",,"28","-9"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-29","0.10","1.0",,"12","-1"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-30","0.02","0.2",,"8","6"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1937-12-31","0.05","0.5",,"4","-17"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-01","0.40","4.0",,"25","-15"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-02","0.10","1.0",,"27","14"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-03","0.00","0.0",,"23","12"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-04","0.10","1.0",,"31","8"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-05","0.00","0.0",,"25","14"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-06","0.15","1.5",,"17","7"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-07","0.30","3.0",,"21","10"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-08","0.00","0.0",,"15","6"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-09","0.00","0.0",,"12","-11"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-10","0.00","0.0",,"9","-4"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-11","0.00","0.0",,"8","-19"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-12","0.07","0.7",,"12","-23"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-13","0.00","0.0",,"20","-1"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-14","0.00","0.0",,"22","11"
"CA007027320","MONTREAL ST HUBERT A, QC CA","1938-01-15","0.02","0.2",,"12","-9"
