"STATION","NAME","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"CA002101300","WHITEHORSE A, YT CA","1987-03","0","0","3","0","31","1","15","31","15","0","0","-36","9","1.4","0.06","44","9446","1581","0.11","2.2","14.0","26.5","1.5"
"CA002101300","WHITEHORSE A, YT CA","1987-04","0","0","5","0","5","0","0","28","0","0","0","10","5","0.7","0.07","55","10362","915","0.25","2.4","34.5","43.1","25.9"
"CA002101300","WHITEHORSE A, YT CA","1987-05","0","0","8","4","0","0","0","15","0","0","0","24","0","0.0","0.33","64","11025","663","0.99","0.0","43.6","53.8","33.4"
"CA002101300","WHITEHORSE A, YT CA","1987-06","1","1","10","4","0","0","0","1","0","5","0","30","0","0.4","0.37","80","11449","424","1.04","0.4","50.9","61.5","40.3"
"CA002101300","WHITEHORSE A, YT CA","1987-07","10","9","14","3","0","0","0","0","0","16","0","39","0","0.0","0.25","81","195","195","1.17","0.0","59.0","70.4","47.6"
"CA002101300","WHITEHORSE A, YT CA","1987-08","10","0","12","5","0","0","0","1","0","7","0","32","0","0.8","0.60","75","565","370","1.59","1.0","53.1","64.4","41.8"
"CA002101300","WHITEHORSE A, YT CA","1987-09","10","0","6","4","0","1","0","3","0","0","0","25","0","2.1","0.49","65","1125","559","1.19","2.7","46.3","54.3","38.4"
"CA002101300","WHITEHORSE A, YT CA","1987-10","10","0","5","1","3","1","0","19","3","0","0","11","1","2.3","0.17","59","1994","869","0.28","3.3","36.9","43.7","30.2"
"CA002101300","WHITEHORSE A, YT CA","1987-11","10","0","7","3","26","4","1","30","12","0","0","-3","6","3.1","0.27","41","3161","1167","0.67","8.7","26.1","31.9","20.4"
"CA002101300","WHITEHORSE A, YT CA","1987-12","10","0","6","1","31","2","11","30","25","0","0","-23","8","2.2","0.11","39","4724","1563","0.28","6.5","14.6","22.7","6.5"
"CA002101300","WHITEHORSE A, YT CA","1988-01","0","0","7","1","31","1","23","31","31","0","0","-35","11","1.3","0.10","32","6782","2058","0.39","5.1","-1.4","6.4","-9.1"
"CA002101300","WHITEHORSE A, YT CA","1988-02","0","0","7","1","27","2","14","28","18","0","0","-34","13","3.4","0.23","42","8255","1473","0.49","6.8","14.2","23.1","5.4"
"CA002101300","WHITEHORSE A, YT CA","1988-03","0","0","4","1","31","1","0","31","5","0","0","2","14","2.4","0.22","45","9443","1188","0.34","4.3","26.7","35.9","17.5"
"CA002101300","WHITEHORSE A, YT CA","1988-04","0","0","1","1","17","0","0","24","0","0","0","8","12","0.1","0.13","58","10325","883","0.14","0.1","35.6","45.0","26.1"
"CA002101300","WHITEHORSE A, YT CA","1988-05","0","0","8","4","0","1","0","13","0","0","0","20","0","1.4","0.41","66","10952","627","1.08","1.4","44.8","56.0","33.6"
"CA002101300","WHITEHORSE A, YT CA","1988-06","0","0","11","4","0","0","0","3","0","9","0","28","0","0.0","0.38","75","11307","355","1.22","0.0","53.2","64.6","41.8"
"CA002101300","WHITEHORSE A, YT CA","1988-07","0","0","21","11","0","0","0","0","0","3","0","36","0","0.0","0.57","77","322","322","4.31","0.0","54.6","63.9","45.3"
"CA002101300","WHITEHORSE A, YT CA","1988-08","0","0","13","8","0","0","0","0","0","3","0","35","0","0.0","0.48","74","668","347","2.09","0.0","53.8","62.9","44.7"
"CA002101300","WHITEHORSE A, YT CA","1988-09","0","0","9","3","0","0","0","13","0","0","0","22","0","0.0","0.37","70","1335","666","1.05","0.0","42.8","52.8","32.8"
"CA002101300","WHITEHORSE A, YT CA","1988-10","0","0","9","0","12","3","0","21","10","0","0","5","2","1.7","0.09","61","2312","976","0.50","7.5","33.5","40.4","26.7"
"CA002101300","WHITEHORSE A, YT CA","1988-11","0","0","13","5","28","5","7","30","27","0","0","-13","7","4.3","0.35","37","3724","1413","1.23","14.6","17.9","23.4","12.4"
"CA002101300","WHITEHORSE A, YT CA","1988-12","0","0","6","1","31","2","11","31","24","0","0","-19","4","1.8","0.17","37","5338","1614","0.40","5.1","12.9","20.1","5.7"
"CA002101300","WHITEHORSE A, YT CA","1989-01","0","0","18","2","31","4","28","31","30","0","0","-45","9","2.0","0.11","33","7572","2234","0.83","12.8","-7.1","2.8","-16.9"
"CA002101300","WHITEHORSE A, YT CA","1989-02","0","0","2","0","28","0","20","28","26","0","0","-41","9","0.8","0.02","34","9383","1811","0.04","1.3","0.3","11.4","-10.8"
"CA002101300","WHITEHORSE A, YT CA","1989-03","0","0","7","3","31","3","17","31","20","0","0","-34","13","2.8","0.22","41","11071","1688","0.67","8.6","10.5","22.8","-1.7"
"CA002101300","WHITEHORSE A, YT CA","1989-04","0","0","3","0","18","0","0","20","0","0","0","2","11","0.4","0.09","67","11889","817","0.14","0.9","37.8","49.3","26.2"
"CA002101300","WHITEHORSE A, YT CA","1989-05","0","0","5","0","0","0","0","9","0","2","0","29","0","0.3","0.07","72","12405","517","0.31","0.3","48.3","59.7","37.0"
"CA002101300","WHITEHORSE A, YT CA","1989-06","0","0","8","3","0","0","0","0","0","7","0","33","0","0.0","0.35","77","12718","313","0.95","0.0","54.6","66.2","42.9"
"CA002101300","WHITEHORSE A, YT CA","1989-07","17","17","9","4","0","0","0","0","0","22","0","37","0","0.0","0.34","86","146","146","1.43","0.0","60.8","73.5","48.2"
"CA002101300","WHITEHORSE A, YT CA","1989-08","30","12","7","1","0","0","0","1","0","18","0","31","0","0.0","0.29","87","342","196","0.63","0.0","59.1","72.2","45.9"
"CA002101300","WHITEHORSE A, YT CA","1989-09","30","0","14","5","0","0","0","6","0","2","0","22","0","0.0","0.40","76","871","529","1.55","0.0","47.4","57.0","37.7"
"CA002101300","WHITEHORSE A, YT CA","1989-10","30","0","16","5","16","5","0","25","8","0","0","2","3","2.0","0.35","56","1916","1044","1.58","12.0","31.3","37.8","24.8"
"CA002101300","WHITEHORSE A, YT CA","1989-11","30","0","10","3","26","4","11","28","23","0","0","-38","6","3.0","0.26","44","3563","1647","0.90","10.6","10.1","17.8","2.4"
"CA002101300","WHITEHORSE A, YT CA","1989-12","30","0","10","5","31","5","6","28","16","0","0","-29","10","6.1","0.40","47","4966","1403","1.11","16.2","19.7","27.7","11.8"
"CA002101300","WHITEHORSE A, YT CA","1990-01","0","0","7","1","31","3","19","31","30","0","0","-47","14","2.4","0.21","33","6989","2023","0.41","7.6","-0.3","8.2","-8.7"
"CA002101300","WHITEHORSE A, YT CA","1990-02","0","0","12","2","28","4","22","28","23","0","0","-44","19","2.2","0.17","39","8955","1966","0.73","10.7","-5.2","4.0","-14.4"
"CA002101300","WHITEHORSE A, YT CA","1990-03","0","0","2","1","31","1","7","29","9","0","0","-13","17","2.1","0.13","44","10173","1219","0.20","3.1","25.7","35.9","15.5"
"CA002101300","WHITEHORSE A, YT CA","1990-04","0","0","2","0","17","0","0","26","0","0","0","13","12","0.2","0.07","59","11017","844","0.09","0.2","36.9","47.7","26.1"
"CA002101300","WHITEHORSE A, YT CA","1990-05","0","0","12","4","0","1","0","12","0","0","0","24","0","2.0","0.34","67","11579","561","1.34","2.0","46.9","58.7","35.0"
"CA002101300","WHITEHORSE A, YT CA","1990-06","0","0","11","6","0","0","0","0","0","5","0","34","0","0.0","0.57","75","11932","354","1.84","0.0","53.2","64.3","42.1"
"CA002101300","WHITEHORSE A, YT CA","1990-07","5","5","10","2","0","0","0","0","0","15","0","37","0","0.0","0.15","86","194","194","0.62","0.0","58.9","71.3","46.5"
"CA002101300","WHITEHORSE A, YT CA","1990-08","16","11","6","0","0","0","0","3","0","12","0","27","0","0.0","0.09","86","448","255","0.40","0.0","57.1","68.9","45.3"
"CA002101300","WHITEHORSE A, YT CA","1990-09","16","0","8","4","0","0","0","5","0","0","0","22","0","0.0","0.28","69","957","509","0.93","0.0","48.0","57.7","38.4"
"CA002101300","WHITEHORSE A, YT CA","1990-10","16","0","10","1","6","4","0","26","5","0","0","1","4","2.5","0.11","51","2068","1111","0.72","10.9","29.2","36.1","22.2"
"CA002101300","WHITEHORSE A, YT CA","1990-11","16","0","17","2","30","3","23","30","30","0","0","-38","7","3.1","0.16","31","4090","2022","0.84","14.1","-2.4","5.7","-10.5"
"CA002101300","WHITEHORSE A, YT CA","1990-12","16","0","14","4","31","7","21","31","30","0","0","-43","15","6.0","0.31","34","6093","2003","1.28","19.2","0.4","9.2","-8.4"
"CA002101300","WHITEHORSE A, YT CA","1991-01","0","0","7","3","31","3","17","31","25","0","0","-49","14","4.0","0.25","40","8163","2071","0.71","10.6","-1.8","6.6","-10.2"
"CA002101300","WHITEHORSE A, YT CA","1991-02","0","0","9","1","28","2","7","28","19","0","0","-20","16","3.4","0.25","42","9461","1297","0.56","8.0","18.7","27.6","9.8"
"CA002101300","WHITEHORSE A, YT CA","1991-03","0","0","5","1","31","4","13","31","16","0","0","-21","13","2.4","0.15","43","10886","1425","0.41","8.1","19.0","30.7","7.3"
"CA002101300","WHITEHORSE A, YT CA","1991-04","0","0","1","0","15","0","0","23","0","0","0","9","12","0.9","0.07","61","11736","850","0.08","1.0","36.7","47.0","26.3"
"CA002101300","WHITEHORSE A, YT CA","1991-05","0","0","6","1","0","0","0","10","0","0","0","23","0","0.0","0.24","69","12296","560","0.42","0.0","46.9","58.8","35.0"
"CA002101300","WHITEHORSE A, YT CA","1991-06","1","1","11","4","0","0","0","1","0","15","0","31","0","0.0","0.48","82","12602","305","1.43","0.0","54.9","67.8","42.0"
"CA002101300","WHITEHORSE A, YT CA","1991-07","1","0","12","5","0","0","0","0","0","10","0","39","0","0.0","0.91","74","279","279","2.25","0.0","56.0","65.6","46.3"
"CA002101300","WHITEHORSE A, YT CA","1991-08","6","5","14","8","0","0","0","1","0","7","0","31","0","0.0","0.85","80","656","377","2.76","0.0","53.0","61.6","44.3"
"CA002101300","WHITEHORSE A, YT CA","1991-09","6","0","12","3","0","0","0","5","0","0","0","27","0","0.0","0.59","64","1196","540","1.47","0.0","47.0","54.1","39.9"
"CA002101300","WHITEHORSE A, YT CA","1991-10","6","0","13","6","11","4","1","24","12","0","0","-6","4","2.5","0.29","53","2337","1141","1.52","8.8","28.2","35.3","21.1"
"CA002101300","WHITEHORSE A, YT CA","1991-11","6","0","14","7","30","10","5","30","28","0","0","-10","9","2.7","0.23","37","3822","1485","1.50","21.8","15.5","21.5","9.5"
"CA002101300","WHITEHORSE A, YT CA","1991-12","6","0","13","7","31","9","10","31","27","0","0","-27","16","5.9","0.37","38","5466","1644","1.54","25.8","12.0","19.1","4.8"
"CA002101300","WHITEHORSE A, YT CA","1992-01","0","0","11","3","31","5","4","31","24","0","0","-12","13","4.6","0.36","38","6945","1479","0.90","12.2","17.3","23.8","10.7"
"CA002101300","WHITEHORSE A, YT CA","1992-02","0","0","9","2","27","3","13","25","23","0","0","-26","14","2.6","0.15","53","8509","1564","0.49","8.0","11.1","18.4","3.7"
"CA002101300","WHITEHORSE A, YT CA","1992-03","0","0","3","1","0","1","4","29","8","0","0","-15","0","1.1","0.11","44","9717","1208","0.18","2.3","26.0","34.4","17.7"
"CA002101300","WHITEHORSE A, YT CA","1992-04","0","0","9","4","10","3","1","23","7","0","0","-3","3","2.6","0.13","53","10700","983","0.65","7.1","32.2","40.8","23.7"
"CA002101300","WHITEHORSE A, YT CA","1992-05","0","0","12","2","1","1","0","12","0","0","0","23","2","2.2","0.22","64","11401","701","0.70","3.4","42.4","51.4","33.4"
"CA002101300","WHITEHORSE A, YT CA","1992-06","7","7","5","2","0","0","0","1","0","9","0","31","0","0.0","0.13","87","11736","335","0.35","0.0","54.0","67.6","40.5"
"CA002101300","WHITEHORSE A, YT CA","1992-07","17","10","11","5","0","0","0","0","0","10","0","38","0","0.0","0.43","85","241","241","1.23","0.0","57.6","67.9","47.2"
"CA002101300","WHITEHORSE A, YT CA","1992-08","17","0","4","2","0","0","0","2","0","5","0","30","0","0.0","0.58","75","578","337","0.87","0.0","54.1","64.5","43.8"
"CA002101300","WHITEHORSE A, YT CA","1992-09","17","0","19","7","7","6","0","19","3","0","0","18","7","4.6","0.54","58","1427","848","2.64","16.4","36.7","43.1","30.4"
"CA002101300","WHITEHORSE A, YT CA","1992-10","17","0","8","2","11","2","1","25","11","0","0","-3","5","3.6","0.26","51","2549","1122","0.65","9.8","28.8","34.9","22.7"
"CA002101300","WHITEHORSE A, YT CA","1992-11","17","0","10","3","27","4","2","30","16","0","0","-7","7","5.1","0.42","40","3785","1237","1.09","14.2","23.8","29.5","18.1"
"CA002101300","WHITEHORSE A, YT CA","1993-02",,"0","4","0","23","1","9","23","16","0","0","-36","7","1.0","0.08","45",,"1218","0.14","1.7","12.0","22.2","1.9"
"CA002101300","WHITEHORSE A, YT CA","1993-08",,"0","9","3","0","0","0","0","0","5","0","33","0","0.0","0.41","73",,"284","1.26","0.0","54.5","65.0","44.0"
"CA002101300","WHITEHORSE A, YT CA","1993-09",,"0","8","4","0","0","0","10","0","3","0","21","1","0.6","0.30","77",,"501","1.09","1.0","46.5","56.9","36.0"
"CA002101300","WHITEHORSE A, YT CA","1993-10",,"0","6","3","1","2","0","16","2","0","0","18","2","3.5","0.48","65",,"787","0.96","5.0","36.9","43.1","30.7"
"CA002101300","WHITEHORSE A, YT CA","1993-11",,"0","8","1","26","3","4","28","12","0","0","-28","3","2.7","0.18","45",,"1249","0.45","7.7","20.4","28.8","12.0"
"CA002101300","WHITEHORSE A, YT CA","1994-01","0","0","12","6","31","7","20","31","28","0","0","-38","14","3.9","0.37","37",,"1971","1.40","20.4","1.4","6.9","-4.1"
"CA002101300","WHITEHORSE A, YT CA","1994-02","0","0","10","3","28","3","26","28","28","0","0","-41","12","2.4","0.18","26",,"2040","0.65","9.0","-7.8","1.0","-16.7"
"CA002101300","WHITEHORSE A, YT CA","1994-03","0","0","5","3","31","4","5","30","9","0","0","-16","13","2.6","0.16","51",,"1195","0.55","9.4","26.4","34.7","18.2"
"CA002101300","WHITEHORSE A, YT CA","1994-04","0","0","4","1","0","0","0","22","0","0","0","10","1","0.6","0.11","58",,"794","0.22","1.2","38.5","49.2","27.9"
"CA002101300","WHITEHORSE A, YT CA","1994-05","0","0","3","0","0","0","0","13","0","0","0","25","0","0.2","0.06","67",,"598","0.11","0.2","45.7","56.9","34.5"
"CA002101300","WHITEHORSE A, YT CA","1994-06","0","0","11","6","0","0","0","0","0","8","0","34","0","0.0","0.42","79",,"319","1.75","0.0","54.4","66.6","42.1"
"CA002101300","WHITEHORSE A, YT CA","1994-07","7","7","10","4","0","0","0","0","0","19","0","37","0","0.0","0.25","85","168","168","1.16","0.0","59.8","72.4","47.2"
"CA002101300","WHITEHORSE A, YT CA","1994-08","56","49","4","2","0","0","0","0","0","21","0","37","0","0.0","0.28","88","305","137","0.46","0.0","62.1","75.4","48.9"
"CA002101300","WHITEHORSE A, YT CA","1994-09","56","0","11","5","0","0","0","10","0","0","0","20","0","0.0","0.60","61","936","631","1.75","0.0","44.0","52.1","35.8"
"CA002101300","WHITEHORSE A, YT CA","1994-10","56","0","10","4","2","1","0","21","3","0","0","11","3","1.6","0.30","54","1868","931","1.08","4.3","35.0","41.4","28.5"
"CA002101300","WHITEHORSE A, YT CA","1994-11","56","0","15","7","30","9","17","30","25","0","0","-16","7","2.4","0.20","38","3569","1701","1.30","20.2","8.3","16.8","-0.3"
"CA002101300","WHITEHORSE A, YT CA","1994-12","56","0","7","0","31","1","16","31","28","0","0","-33","6","1.4","0.07","34","5439","1869","0.27","4.9","4.7","13.0","-3.6"
"CA002101300","WHITEHORSE A, YT CA","1995-01","0","0","5","1","31","2","18","31","28","0","0","-29","9","2.5","0.17","36","7292","1853","0.36","5.7","5.2","11.5","-1.1"
"CA002101300","WHITEHORSE A, YT CA","1995-02","0","0","9","2","28","3","12","28","22","0","0","-30","10","3.9","0.26","44","8820","1528","0.59","10.6","10.4","19.3","1.5"
"CA002101300","WHITEHORSE A, YT CA","1995-03","0","0","10","3","31","4","16","31","22","0","0","-29","11","3.7","0.27","49","10421","1601","0.88","12.0","13.3","24.5","2.2"
"CA002101300","WHITEHORSE A, YT CA","1995-04","0","0","1","0","0","0","0","24","0","0","0","14","1","0.0","0.06","67","11232","811","0.06","0.0","38.0","48.7","27.2"
"CA002101300","WHITEHORSE A, YT CA","1995-05","0","0","6","2",,"0","0","12","0","7","0","27",,"0.0","0.16","80","11703","471","0.43","0.0","49.8","62.9","36.7"
"CA002101300","WHITEHORSE A, YT CA","1995-06","7","7","7","2","0","0","0","4","0","15","0","29","0","0.0","0.49","86","11969","266","0.72","0.0","56.4","69.5","43.2"
"CA002101300","WHITEHORSE A, YT CA","1995-07","11","4","11","7","0","0","0","0","0","12","0","39","0","0.0","0.50","78","192","192","2.13","0.0","58.9","69.2","48.7"
"CA002101300","WHITEHORSE A, YT CA","1995-08","11","0","15","1","0","0","0","1","0","4","0","29","0","0.0","0.46","73","569","377","1.03","0.0","52.8","63.7","42.0"
"CA002101300","WHITEHORSE A, YT CA","1995-09","11","0","8","1","0","0","0","6","0","3","0","29","0","0.0","0.52","72","996","427","0.80","0.0","50.8","61.2","40.4"
"CA002101300","WHITEHORSE A, YT CA","1995-10","11","0","9","2","0","0","0","22","2","0","0","8","0","0.4","0.19","50","1960","964","0.52","0.9","33.9","40.2","27.6"
"CA002101300","WHITEHORSE A, YT CA","1995-11","11","0","10","3","25","5","11","30","26","0","0","-21","7","2.6","0.19","38","3587","1627","0.87","12.6","10.8","16.5","5.0"
"CA002101300","WHITEHORSE A, YT CA","1995-12","11","0","12","1","31","4","15","31","26","0","0","-45","10","1.7","0.14","37","5492","1905","0.69","9.6","3.6","8.7","-1.6"
"CA002101300","WHITEHORSE A, YT CA","1996-04",,,"0","0",,,,,,,,,,,"0.00",,,,"0.00",,,,
"CA002101300","WHITEHORSE A, YT CA","1996-05",,,"0","0",,,,,,,,,,,"0.00",,,,"0.00",,,,
"CA002101300","WHITEHORSE A, YT CA","1997-11",,"0","4","1","30","2","0","27","18","0","0","3","5","1.9","0.18","43",,"1069","0.28","5.1","23.4","28.8","18.0"
"CA002101300","WHITEHORSE A, YT CA","1997-12",,"0","4","1",,"0","4","27","21","0","0","-16",,"0.0","0.57","39",,"1241","0.69","0.0","19.0","25.9","12.1"
"CA002101300","WHITEHORSE A, YT CA","1998-01","0","0","9","5","27","1","20","30","30","0","0","-43","10","1.2","0.13","38",,"2074","0.79","1.6","-3.7","2.4","-9.7"
"CA002101300","WHITEHORSE A, YT CA","1998-02","0","0","4","0","27","0","5","27","18","0","0","-26","9","0.0","0.09","36",,"1241","0.19","0.0","18.9","26.7","11.1"
"CA002101300","WHITEHORSE A, YT CA","1998-03","0","0","2","0",,"0","10","28","12","0","0","-20",,"0.0","0.08","45",,"1282","0.16","0.0","19.5","31.4","7.7"
"CA002101300","WHITEHORSE A, YT CA","1998-04","0","0","1","1",,"0","0","23","0","0","0","16",,"0.0","0.16","57",,"844","0.16","0.0","36.9","46.3","27.4"
"CA002101300","WHITEHORSE A, YT CA","1998-05","0","0","4","2","0","0","0","9","0","5","0","23","0","0.0","0.27","84",,"507","0.54","0.0","48.6","60.8","36.5"
"CA002101300","WHITEHORSE A, YT CA","1998-06","4","4","7","3","0","0","0","0","0","17","0","33","0","0.0","0.17","86",,"232","0.72","0.0","57.4","70.4","44.3"
"CA002101300","WHITEHORSE A, YT CA","1998-07","23","19","9","2","0","0","0","0","0","12","0","35","0","0.0","0.21","89","217","217","0.65","0.0","58.6","69.9","47.4"
"CA002101300","WHITEHORSE A, YT CA","1998-08","23","0","5","2","0","0","0","3","0","10","0","27","0","0.0","0.17","79","578","361","0.39","0.0","53.3","65.0","41.7"
"CA002101300","WHITEHORSE A, YT CA","1998-09","23","0","8","4","0","0","0","12","0","0","0","22","0","0.0","0.17","66","1188","610","0.72","0.0","44.7","54.3","35.1"
"CA002101300","WHITEHORSE A, YT CA","1998-10","23","0","8","2","0","1","0","23","6","0","0","1","1","1.0","0.47","49","2210","1023","0.91","3.9","32.0","37.8","26.2"
"CA002101300","WHITEHORSE A, YT CA","1998-11","23","0","8","3","19","4","2","30","26","0","0","-6","4","1.7","0.12","35","3654","1443","0.48","6.7","16.9","20.6","13.2"
"CA002101300","WHITEHORSE A, YT CA","1998-12","23","0","12","2","31","3","15","31","30","0","0","-35","7","1.7","0.11","35","5564","1910","0.57","8.3","3.4","9.9","-3.1"
"CA002101300","WHITEHORSE A, YT CA","1999-01","0","0","11","2","31","4","22","31","29","0","0","-44","10","4.8","0.32","34","7710","2146","0.93","13.5","-4.3","4.4","-12.9"
"CA002101300","WHITEHORSE A, YT CA","1999-02","0","0","9","2","28","2","19","28","28","0","0","-33","11","2.9","0.29","29","9483","1773","0.66","7.0","1.7","11.1","-7.7"
"CA002101300","WHITEHORSE A, YT CA","1999-03","0","0","3","0","29","0","5","29","11","0","0","-24","10","0.8","0.07","46","10822","1339","0.15","1.5","21.8","31.2","12.4"
"CA002101300","WHITEHORSE A, YT CA","1999-04","0","0","5","1","5","2","0","26","1","0","0","11","3","3.4","0.34","58","11757","935","0.60","5.9","33.8","42.3","25.3"
"CA002101300","WHITEHORSE A, YT CA","1999-05","0","0","13","3","1","2","0","14","0","0","0","22","2","2.2","0.44","61","12482","725","1.50","5.5","41.6","51.0","32.2"
"CA002101300","WHITEHORSE A, YT CA","1999-06","2","2","8","2","0","0","0","0","0","12","0","33","0","0.0","0.17","83","12778","296","0.64","0.0","55.2","67.3","43.1"
"CA002101300","WHITEHORSE A, YT CA","1999-07","7","6","11","2","0","0","0","1","0","17","0","32","0","0.0","0.46","84","214","214","1.18","0.0","58.3","70.4","46.2"
"CA002101300","WHITEHORSE A, YT CA","1999-08","27","19","7","3","0","0","0","1","0","11","0","29","0","0.0","0.35","89","491","276","0.91","0.0","56.7","67.5","45.9"
"CA002101300","WHITEHORSE A, YT CA","1999-09","27","0","11","0","0","0","0","6","0","0","0","19","0","0.4","0.08","64","1070","579","0.35","1.1","45.7","53.7","37.7"
"CA002101300","WHITEHORSE A, YT CA","1999-10","27","0","9","2","9","3","0","22","1","0","0","6","6","5.9","0.59","54","1988","918","1.33","15.2","35.4","42.3","28.5"
"CA002101300","WHITEHORSE A, YT CA","1999-11","27","0","11","4","28","4","6","30","29","0","0","-23","8","2.4","0.21","37","3431","1443","0.93","10.6","16.9","22.5","11.3"
"CA002101300","WHITEHORSE A, YT CA","1999-12","27","0","15","1","29","4","10","26","21","0","0","-23","14","1.6","0.11","48","4968","1537","0.69","10.0","15.4","22.4","8.5"
"CA002101300","WHITEHORSE A, YT CA","2000-01","0","0","6","2","31","2","18","31","30","0","0","-42","7","2.0","0.18","35","6935","1966","0.44","5.0","1.6","8.1","-5.0"
"CA002101300","WHITEHORSE A, YT CA","2000-02","0","0","0","0","29","0","5","29","24","0","0","-5","6","0.0","0.00","40","8275","1340","0.00","0.0","18.8","26.7","10.9"
"CA002101300","WHITEHORSE A, YT CA","2000-03","0","0","3","0","25","0","3","31","11","0","0","-9","6","0.8","0.06","42","9479","1205","0.13","1.7","26.1","34.4","17.8"
"CA002101300","WHITEHORSE A, YT CA","2000-04","0","0","6","1","0","1","0","28","1","0","0","14","1","1.6","0.10","52","10426","946","0.35","4.6","33.5","42.5","24.4"
"CA002101300","WHITEHORSE A, YT CA","2000-05","0","0","12","3","0","0","0","14","0","0","0","25","0","0.2","0.50","63","11133","708","1.27","0.2","42.2","52.4","31.9"
"CA002101300","WHITEHORSE A, YT CA","2000-06","0","0","7","4","0","0","0","1","0","9","0","32","0","0.0","0.99","78","11463","329","1.57","0.0","54.0","65.6","42.4"
"CA002101300","WHITEHORSE A, YT CA","2000-07","0","0","13","6","0","0","0","0","0","7","0","37","0","0.0","0.33","80","276","276","1.58","0.0","56.1","66.6","45.6"
"CA002101300","WHITEHORSE A, YT CA","2000-08","2","2","20","13","0","0","0","2","0","3","0","29","0","0.0","0.35","82","690","415","3.23","0.0","51.7","60.3","43.1"
"CA002101300","WHITEHORSE A, YT CA","2000-09","2","0","16","8","1","1","0","9","1","0","0","21","1","1.0","0.26","68","1347","656","1.54","1.0","43.1","51.2","35.0"
"CA002101300","WHITEHORSE A, YT CA","2000-10","2","0","8","3","6","2","1","21","6","0","0","0","4","2.6","0.17","53","2333","986","0.64","5.5","33.2","39.4","27.0"
"CA002101300","WHITEHORSE A, YT CA","2000-11","2","0","5","3","30","3","3","30","20","0","0","-5","8","4.3","0.43","41","3599","1267","0.72","7.6","22.8","28.7","16.9"
"CA002101300","WHITEHORSE A, YT CA","2000-12","2","0","8","1","31","1","16","31","28","0","0","-29","8","2.4","0.21","38","5368","1769","0.48","5.6","7.9","15.2","0.7"
"CA002101300","WHITEHORSE A, YT CA","2001-01","0","0","6","2","31","3","3","31","18","0","0","-11","11","2.0","0.15","40","6690","1322","0.51","6.5","22.4","29.0","15.7"
"CA002101300","WHITEHORSE A, YT CA","2001-02","0","0","5","2","28","3","16","28","24","0","0","-18","11","2.8","0.26","40","8261","1571","0.55","7.8","8.9","18.6","-0.9"
"CA002101300","WHITEHORSE A, YT CA","2001-03","0","0","1","0","31","0","7","31","14","0","0","-26","7","0.2","0.02","45","9656","1395","0.02","0.2","20.0","29.8","10.2"
"CA002101300","WHITEHORSE A, YT CA","2001-04","0","0","4","0","10","0","0","29","1","0","0","4","2","0.4","0.09","52","10584","928","0.18","0.9","34.1","43.4","24.7"
"CA002101300","WHITEHORSE A, YT CA","2001-05","0","0","5","2","0","0","0","17","0","0","0","22","0","0.0","0.38","59","11307","723","0.64","0.0","41.7","52.1","31.3"
"CA002101300","WHITEHORSE A, YT CA","2001-06","0","0","14","9","0","0","0","0","0","7","0","33","0","0.0","0.48","76","11627","320","2.35","0.0","54.3","65.6","43.1"
"CA002101300","WHITEHORSE A, YT CA","2001-07","6","6","14","6","0","0","0","0","0","7","0","39","0","0.0","0.33","86","269","269","1.25","0.0","56.5","66.1","46.9"
"CA002101300","WHITEHORSE A, YT CA","2001-08","7","2","10","4","0","0","0","0","0","12","0","35","0","0.0","0.94","80","540","270","1.90","0.0","56.3","67.0","45.7"
"CA002101300","WHITEHORSE A, YT CA","2001-09","7","0","9","2","0","0","0","9","0","0","0","26","0","0.0","0.35","65","1115","575","0.73","0.0","45.8","54.6","37.1"
"CA002101300","WHITEHORSE A, YT CA","2001-10","7","0","11","4","15","4","0","21","9","0","0","7","6","2.6","0.27","57","2166","1050","1.15","12.6","31.1","37.4","24.8"
"CA002101300","WHITEHORSE A, YT CA","2001-11","7","0","8","1","30","2","7","30","26","0","0","-27","8","1.3","0.10","37","3655","1489","0.43","6.2","15.4","21.1","9.6"
"CA002101300","WHITEHORSE A, YT CA","2001-12","7","0","9","3","27","3","20","29","27","0","0","-34","13","2.0","0.20","36","5643","1988","0.74","8.3","0.9","8.1","-6.3"
"CA002101300","WHITEHORSE A, YT CA","2002-01","0","0","5","2","31","3","11","31","26","0","0","-34","14","2.8","0.15","36","7349","1706","0.45","6.8","10.0","17.2","2.7"
"CA002101300","WHITEHORSE A, YT CA","2002-02","0","0","7","1","28","2","10","28","24","0","0","-22","14","1.1","0.10","37","8848","1499","0.32","4.1","11.4","20.7","2.2"
"CA002101300","WHITEHORSE A, YT CA","2002-03","0","0","3","1",,"1","16","31","21","0","0","-23",,"1.6","0.16","44","10523","1675","0.24","2.4","11.0","23.3","-1.4"
"CA002101300","WHITEHORSE A, YT CA","2002-04","0","0","2","0","17","0","7","27","9","1","0","-16","8","0.4","0.03","71","11716","1193","0.06","0.8","25.2","38.4","12.1"
"CA002101300","WHITEHORSE A, YT CA","2002-05","0","0","5","1","0","0","0","13","1","4","0","9","0","0.4","0.20","76","12387","671","0.39","0.6","43.4","55.6","31.1"
