"STATION","NAME","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"CA002101300","WHITEHORSE A, YT CA","1961-08","9","0","12","5","0","0","0","3","0","7","0","30","0","0.0","0.50","77","528","338","1.26","0.0","54.1","65.0","43.2"
"CA002101300","WHITEHORSE A, YT CA","1961-09","9","0","8","5","0","2","0","11","0","2","0","16","0","1.4","0.47","70","1149","621","1.25","3.2","44.3","54.7","33.8"
"CA002101300","WHITEHORSE A, YT CA","1961-10","9","0","17","3","24","3","0","26","10","0","0","3","3","3.6","0.34","56","2247","1098","1.14","11.6","29.6","36.4","22.7"
"CA002101300","WHITEHORSE A, YT CA","1961-11","9","0","5","2","28","3","12","30","24","0","0","-36","7","2.4","0.20","43","3940","1692","0.56","6.2","8.6","17.1","0.0"
"CA002101300","WHITEHORSE A, YT CA","1961-12","9","0","17","3","31","4","26","31","30","0","0","-48","9","1.7","0.15","37","6349","2409","0.81","9.3","-12.7","-3.8","-21.6"
"CA002101300","WHITEHORSE A, YT CA","1962-01","0","0","15","5","31","5","20","31","24","0","0","-46","15","3.2","0.26","44","8305","1956","1.22","15.9","1.9","12.1","-8.4"
"CA002101300","WHITEHORSE A, YT CA","1962-02","0","0","8","1","28","2","14","28","25","0","0","-25","13","2.8","0.12","42","9915","1610","0.39","6.3","7.5","17.7","-2.7"
"CA002101300","WHITEHORSE A, YT CA","1962-03","0","0","10","2","31","2","17","29","21","0","0","-27","20","7.8","0.41","47","11521","1605","0.94","14.2","13.2","25.0","1.4"
"CA002101300","WHITEHORSE A, YT CA","1962-04","0","0","8","2","30","3","1","27","2","0","0","-3","7","1.8","0.18","47","12485","964","0.59","6.0","32.9","41.5","24.2"
"CA002101300","WHITEHORSE A, YT CA","1962-05","0","0","9","2","0","1","0","16","0","0","0","25","0","1.2","0.19","66","13180","695","0.50","2.4","42.6","52.7","32.5"
"CA002101300","WHITEHORSE A, YT CA","1962-06","0","0","15","10","0","1","0","3","0","4","0","29","0","2.0","0.34","77","13588","408","2.42","2.0","51.4","62.0","40.9"
"CA002101300","WHITEHORSE A, YT CA","1962-07","8","8","9","3","0","0","0","0","0","16","0","39","0","0.0","0.21","85","221","221","0.72","0.0","58.1","70.1","46.1"
"CA002101300","WHITEHORSE A, YT CA","1962-08","8","0","12","5","0","0","0","0","0","8","0","35","0","0.0","0.59","79","506","284","1.78","0.0","55.8","65.2","46.5"
"CA002101300","WHITEHORSE A, YT CA","1962-09","8","0","9","3","0","2","0","11","0","0","0","25","0","2.1","0.50","66","1149","643","1.10","3.9","43.6","51.7","35.4"
"CA002101300","WHITEHORSE A, YT CA","1962-10","8","0","8","4","2","1","0","20","1","0","0","22","4","4.3","0.41","53","2016","867","1.03","5.8","37.0","43.0","31.1"
"CA002101300","WHITEHORSE A, YT CA","1962-11","8","0","14","2","14","2","5","26","21","0","0","-7","5","3.4","0.32","43","3322","1306","0.89","7.6","21.5","26.0","16.9"
"CA002101300","WHITEHORSE A, YT CA","1962-12","8","0","15","4","31","7","14","30","27","0","0","-45","12","3.9","0.36","41","5113","1791","1.68","20.3","7.2","13.2","1.2"
"CA002101300","WHITEHORSE A, YT CA","1963-01","0","0","16","3","31","3","14","31","24","0","0","-47","12","1.8","0.16","47","6929","1816","0.80","9.6","6.4","14.5","-1.7"
"CA002101300","WHITEHORSE A, YT CA","1963-02","0","0","8","1","28","1","7","27","17","0","0","-37","13","2.2","0.19","48","8301","1372","0.44","5.0","16.0","23.8","8.2"
"CA002101300","WHITEHORSE A, YT CA","1963-03","0","0","12","6","31","6","15","31","22","0","0","-19","13","1.7","0.17","45","9864","1563","0.98","10.4","14.6","24.6","4.5"
"CA002101300","WHITEHORSE A, YT CA","1963-04","0","0","5","1","29","1","3","27","7","0","0","-15","14","1.1","0.11","53","10941","1077","0.17","1.5","29.1","38.7","19.4"
"CA002101300","WHITEHORSE A, YT CA","1963-05","0","0","4","1","0","0","0","12","0","4","0","23","0","0.0","0.11","79","11559","618","0.21","0.0","45.0","56.6","33.5"
"CA002101300","WHITEHORSE A, YT CA","1963-06","0","0","10","5","0","0","0","1","0","1","0","32","0","0.0","0.41","77","12022","462","1.30","0.0","49.6","59.0","40.2"
"CA002101300","WHITEHORSE A, YT CA","1963-07","0","0","12","5","0","0","0","0","0","12","0","34","0","0.0","0.44","82","234","234","1.32","0.0","57.5","67.9","47.0"
"CA002101300","WHITEHORSE A, YT CA","1963-08","3","3","5","3","0","0","0","1","0","20","0","32","0","0.0","0.38","82","445","211","0.79","0.0","58.3","71.3","45.3"
"CA002101300","WHITEHORSE A, YT CA","1963-09","3","0","16","8","0","2","0","5","0","2","0","31","0","3.6","0.61","75","930","485","2.54","5.8","48.8","55.9","41.7"
"CA002101300","WHITEHORSE A, YT CA","1963-10","3","0","11","0","0","0","0","17","1","0","0","23","0","0.4","0.09","52","1795","865","0.34","1.5","37.1","42.9","31.3"
"CA002101300","WHITEHORSE A, YT CA","1963-11","3","0","14","5","27","6","16","30","28","0","0","-35","6","1.9","0.17","39","3678","1883","1.02","10.6","2.2","8.1","-3.6"
"CA002101300","WHITEHORSE A, YT CA","1963-12","3","0","11","2","31","3","7","30","21","0","0","-36","6","3.2","0.22","40","5273","1595","0.62","8.0","13.5","20.3","6.8"
"CA002101300","WHITEHORSE A, YT CA","1964-01","0","0","13","2","31","2","17","31","30","0","0","-46","10","2.6","0.25","33","7184","1911","0.68","7.4","3.3","10.9","-4.2"
"CA002101300","WHITEHORSE A, YT CA","1964-02","0","0","10","3","29","3","7","28","15","0","0","-28","10","2.7","0.18","45","8480","1295","0.59","7.0","20.3","28.8","11.9"
"CA002101300","WHITEHORSE A, YT CA","1964-03","0","0","17","3","31","4","22","31","27","0","0","-36","12","4.1","0.25","42","10323","1843","1.02","14.6","5.5","17.2","-6.1"
"CA002101300","WHITEHORSE A, YT CA","1964-04","0","0","6","4","24","4","1","28","1","0","0","-1","9","3.4","0.14","44","11358","1034","0.50","8.2","30.5","39.1","21.9"
"CA002101300","WHITEHORSE A, YT CA","1964-05","0","0","6","4","4","4","0","18","1","3","0","11","4","3.6","0.20","76","12138","780","0.74","8.3","39.8","49.4","30.3"
"CA002101300","WHITEHORSE A, YT CA","1964-06","3","3","8","3","0","0","0","0","0","12","0","36","0","0.0","0.64","80","12413","276","1.22","0.0","55.9","66.7","45.1"
"CA002101300","WHITEHORSE A, YT CA","1964-07","3","0","12","5","0","0","0","0","0","7","0","37","0","0.0","0.42","76","305","305","1.43","0.0","55.2","65.2","45.1"
"CA002101300","WHITEHORSE A, YT CA","1964-08","3","0","14","4","0","0","0","1","0","1","0","31","0","0.0","0.84","75","683","378","2.02","0.0","52.8","62.6","43.0"
"CA002101300","WHITEHORSE A, YT CA","1964-09","3","0","10","2","0","0","0","9","0","0","0","26","0","0.0","0.14","66","1275","592","0.55","0.0","45.2","55.0","35.5"
"CA002101300","WHITEHORSE A, YT CA","1964-10","3","0","8","1","4","1","0","19","5","0","0","3","4","4.8","0.43","64","2187","912","0.61","6.5","35.6","42.1","29.1"
"CA002101300","WHITEHORSE A, YT CA","1964-11","3","0","11","1","24","2","7","29","21","0","0","-32","3","2.7","0.26","44","3677","1490","0.54","7.0","15.3","21.5","9.1"
"CA002101300","WHITEHORSE A, YT CA","1964-12","3","0","18","3","31","3","24","29","27","0","0","-48","8","1.8","0.17","40","6075","2397","1.07","10.7","-12.3","-5.6","-19.1"
"CA002101300","WHITEHORSE A, YT CA","1965-01","0","0","18","1","31","1","18","30","23","0","0","-52","10","1.7","0.16","48","8174","2100","0.64","6.9","-2.7","3.6","-9.0"
"CA002101300","WHITEHORSE A, YT CA","1965-02","0","0","16","2","28","3","24","28","27","0","0","-39","11","1.3","0.12","34","10057","1883","0.79","8.7","-2.2","7.1","-11.6"
"CA002101300","WHITEHORSE A, YT CA","1965-03","0","0","2","1","31","1","3","30","9","0","0","-6","11","1.6","0.16","52","11229","1171","0.17","1.7","27.2","36.2","18.2"
"CA002101300","WHITEHORSE A, YT CA","1965-04","0","0","5","1","4","1","0","27","3","0","0","12","1","1.2","0.14","54","12191","962","0.21","1.7","32.9","42.1","23.8"
"CA002101300","WHITEHORSE A, YT CA","1965-05","0","0","7","1","0","1","0","21","0","0","0","21","0","1.1","0.12","68","12923","732","0.30","2.8","41.4","51.5","31.3"
"CA002101300","WHITEHORSE A, YT CA","1965-06","0","0","5","3","0","0","0","1","0","3","0","32","0","0.2","0.24","75","13377","454","0.57","0.2","49.9","60.3","39.5"
"CA002101300","WHITEHORSE A, YT CA","1965-07","4","4","9","2","0","0","0","0","0","16","0","39","0","0.0","0.13","85","222","222","0.43","0.0","58.0","69.8","46.1"
"CA002101300","WHITEHORSE A, YT CA","1965-08","7","2","8","4","0","0","0","0","0","12","0","33","0","0.0","0.21","83","524","301","0.86","0.0","55.4","67.1","43.6"
"CA002101300","WHITEHORSE A, YT CA","1965-09","7","0","7","4","0","0","0","5","0","0","0","26","0","0.0","0.45","68","1017","493","1.13","0.0","48.5","58.5","38.6"
"CA002101300","WHITEHORSE A, YT CA","1965-10","7","0","13","7","9","6","1","21","4","0","0","-8","3","2.3","0.22","50","2009","992","1.33","12.2","33.0","39.9","26.1"
"CA002101300","WHITEHORSE A, YT CA","1965-11","7","0","16","3","30","3","11","30","28","0","0","-12","9","2.1","0.18","36","3665","1655","0.80","9.1","9.8","15.6","4.0"
"CA002101300","WHITEHORSE A, YT CA","1965-12","7","0","16","3","31","3","16","31","27","0","0","-45","12","1.8","0.17","35","5528","1863","0.78","8.6","4.9","12.6","-2.8"
"CA002101300","WHITEHORSE A, YT CA","1966-01","0","0","9","1","31","1","31","31","31","0","0","-52","14","1.5","0.15","5","8316","2788","0.42","4.5","-25.0","-17.5","-32.4"
"CA002101300","WHITEHORSE A, YT CA","1966-02","0","0","9","2","28","2","12","28","24","0","0","-33","21","3.7","0.34","41","9834","1518","0.80","9.7","10.8","20.0","1.5"
"CA002101300","WHITEHORSE A, YT CA","1966-03","0","0","11","1","31","2","12","29","17","0","0","-35","17","1.2","0.13","47","11357","1523","0.52","6.0","15.9","25.1","6.6"
"CA002101300","WHITEHORSE A, YT CA","1966-04","0","0","4","2","16","1","0","28","2","0","0","2","3","2.0","0.22","52","12357","1000","0.49","3.5","31.7","42.0","21.4"
"CA002101300","WHITEHORSE A, YT CA","1966-05","0","0","4","1","0","0","0","17","0","0","0","22","0","0.4","0.11","67","13081","724","0.22","0.8","41.6","50.9","32.4"
"CA002101300","WHITEHORSE A, YT CA","1966-06","0","0","10","5","0","0","0","1","0","10","0","32","0","0.0","0.48","77","13401","320","1.46","0.0","54.3","67.2","41.5"
"CA002101300","WHITEHORSE A, YT CA","1966-07","5","5","11","5","0","0","0","0","0","20","0","39","0","0.0","0.35","86","178","178","1.25","0.0","59.4","70.8","48.0"
"CA002101300","WHITEHORSE A, YT CA","1966-08","5","0","7","5","0","0","0","0","0","3","0","34","0","0.0","0.49","75","567","388","1.96","0.0","52.5","61.6","43.4"
"CA002101300","WHITEHORSE A, YT CA","1966-09","5","0","14","5","0","0","0","7","0","0","0","26","0","0.0","0.46","68","1141","574","1.79","0.0","45.9","53.9","37.8"
"CA002101300","WHITEHORSE A, YT CA","1966-10","5","0","11","3","13","2","1","22","11","0","0","-1","4","2.8","0.50","50","2249","1108","1.11","7.0","29.2","35.7","22.8"
"CA002101300","WHITEHORSE A, YT CA","1966-11","5","0","16","2","30","4","16","30","25","0","0","-31","13","5.6","0.24","40","4001","1752","0.87","15.1","6.6","14.3","-1.1"
"CA002101300","WHITEHORSE A, YT CA","1966-12","5","0","11","0","31","0","15","31","31","0","0","-40","13","0.8","0.04","30","5969","1968","0.21","3.4","1.5","7.5","-4.4"
"CA002101300","WHITEHORSE A, YT CA","1967-01","0","0","15","3","31","3","21","31","31","0","0","-40","16","2.4","0.20","32","8110","2141","0.80","9.4","-4.1","3.8","-12.0"
"CA002101300","WHITEHORSE A, YT CA","1967-02","0","0","12","4","28","4","15","28","24","0","0","-31","27","3.5","0.23","38","9656","1546","1.02","13.3","9.8","19.1","0.4"
"CA002101300","WHITEHORSE A, YT CA","1967-03","0","0","10","2","31","2","20","31","27","0","0","-27","35","10.7","0.35","46","11402","1746","0.73","15.4","8.7","20.7","-3.4"
"CA002101300","WHITEHORSE A, YT CA","1967-04","0","0","10","4","30","4","3","30","6","0","0","-8","26","3.4","0.20","61","12505","1103","0.87","12.6","28.2","39.6","16.9"
"CA002101300","WHITEHORSE A, YT CA","1967-05","0","0","9","6","4","2","0","16","0","0","0","24","4","1.5","0.24","66","13170","665","1.12","2.9","43.6","54.8","32.4"
"CA002101300","WHITEHORSE A, YT CA","1967-06","3","3","5","2","0","0","0","0","0","15","0","35","0","0.0","0.11","82","13399","230","0.27","0.0","57.5","69.7","45.2"
"CA002101300","WHITEHORSE A, YT CA","1967-07","3","0","16","6","0","0","0","0","0","5","0","35","0","0.0","0.70","73","303","303","2.02","0.0","55.2","65.4","45.0"
"CA002101300","WHITEHORSE A, YT CA","1967-08","3","0","6","2","0","0","0","0","0","11","0","35","0","0.0","0.13","80","554","252","0.35","0.0","56.9","67.2","46.5"
"CA002101300","WHITEHORSE A, YT CA","1967-09","3","0","10","2","0","0","0","5","0","1","0","23","0","0.0","0.19","75","1086","532","0.61","0.0","47.3","55.7","38.8"
"CA002101300","WHITEHORSE A, YT CA","1967-10","3","0","6","2","6","2","0","25","0","0","0","16","2","1.3","0.15","50","2035","949","0.42","3.5","34.4","40.5","28.2"
"CA002101300","WHITEHORSE A, YT CA","1967-11","3","0","8","4","22","4","8","29","17","0","0","-18","5","2.7","0.18","50","3386","1351","0.67","9.4","20.0","26.1","13.8"
"CA002101300","WHITEHORSE A, YT CA","1967-12","3","0","12","2","31","2","18","31","27","0","0","-30","9","1.8","0.13","37","5264","1878","0.74","9.3","4.4","12.4","-3.6"
"CA002101300","WHITEHORSE A, YT CA","1968-01","0","0","20","7","31","9","22","31","29","0","0","-46","22","5.5","0.31","42","7407","2143","1.81","29.1","-4.1","4.8","-13.1"
"CA002101300","WHITEHORSE A, YT CA","1968-02","0","0","9","0","29","0","10","22","16","0","0","-60","22","0.7","0.05","53","8890","1483","0.20","2.6","13.9","22.0","5.7"
"CA002101300","WHITEHORSE A, YT CA","1968-03","0","0","5","1","10","1","4","26","8","0","0","-16","2","2.2","0.11","46","10102","1211","0.20","3.1","25.9","34.6","17.3"
"CA002101300","WHITEHORSE A, YT CA","1968-04","0","0","5","1","3","1","0","29","3","0","0","4","1","2.0","0.15","49","11089","988","0.23","3.6","32.1","40.9","23.3"
"CA002101300","WHITEHORSE A, YT CA","1968-05","0","0","7","3","0","0","0","11","0","2","0","20","0","0.0","0.49","73","11685","596","1.26","0.0","45.8","57.0","34.6"
"CA002101300","WHITEHORSE A, YT CA","1968-06","0","0","9","0","0","0","0","2","0","4","0","31","0","0.0","0.06","72","12042","357","0.29","0.0","53.1","64.4","41.8"
"CA002101300","WHITEHORSE A, YT CA","1968-07","0","0","13","4","0","0","0","0","0","14","0","36","0","0.0","0.36","78","207","207","1.24","0.0","58.3","68.6","48.1"
"CA002101300","WHITEHORSE A, YT CA","1968-08","0","0","15","6","0","0","0","0","0","7","0","34","0","0.0","0.69","78","526","319","1.84","0.0","54.7","65.7","43.7"
"CA002101300","WHITEHORSE A, YT CA","1968-09","0","0","17","8","1","1","0","7","0","0","0","21","3","4.7","0.47","60","1169","644","2.39","5.0","43.5","50.0","37.1"
"CA002101300","WHITEHORSE A, YT CA","1968-10","0","0","10","1","6","1","0","29","4","0","0","5","1","2.2","0.31","47","2230","1061","0.56","5.2","30.8","37.0","24.5"
"CA002101300","WHITEHORSE A, YT CA","1968-11","0","0","13","3","29","6","9","30","22","0","0","-13","12","3.1","0.26","39","3675","1445","1.04","14.6","16.8","24.1","9.6"
"CA002101300","WHITEHORSE A, YT CA","1968-12","0","0","15","2","31","3","27","31","31","0","0","-47","15","1.3","0.12","28","6041","2366","0.69","9.3","-11.3","-3.3","-19.4"
"CA002101300","WHITEHORSE A, YT CA","1969-01","0","0","12","0","31","0","31","31","31","0","0","-51","15","0.9","0.07","1","8886","2844","0.33","4.7","-26.8","-20.3","-33.2"
"CA002101300","WHITEHORSE A, YT CA","1969-02","0","0","5","0","28","0","16","28","28","0","0","-28","16","0.9","0.09","31","10576","1690","0.21","2.4","4.6","13.0","-3.7"
"CA002101300","WHITEHORSE A, YT CA","1969-03","0","0","10","1","31","1","7","31","16","0","0","-25","12","1.2","0.12","49","11929","1353","0.40","4.4","21.3","31.1","11.6"
"CA002101300","WHITEHORSE A, YT CA","1969-04","0","0","4","0","19","0","0","26","0","0","0","14","8","0.3","0.05","51","12810","881","0.13","0.9","35.6","44.7","26.6"
"CA002101300","WHITEHORSE A, YT CA","1969-05","0","0","3","1","0","0","0","14","0","2","0","27","0","0.0","0.13","73","13399","589","0.20","0.0","46.0","57.0","35.0"
"CA002101300","WHITEHORSE A, YT CA","1969-06","37","37","6","3","0","0","0","1","0","22","3","29","0","0.0","0.76","94","13583","184","1.08","0.0","60.1","74.3","45.9"
"CA002101300","WHITEHORSE A, YT CA","1969-07","37","0","14","9","0","0","0","0","0","6","0","35","0","0.0","0.48","75","321","321","2.63","0.0","54.7","63.9","45.4"
"CA002101300","WHITEHORSE A, YT CA","1969-08","37","0","16","9","0","1","0","7","0","3","0","27","0","1.8","0.45","74","862","541","2.49","2.4","47.5","57.6","37.5"
"CA002101300","WHITEHORSE A, YT CA","1969-09","37","0","12","6","0","0","0","4","0","0","0","30","0","0.0","0.29","61","1464","602","1.15","0.0","44.9","51.9","38.0"
"CA002101300","WHITEHORSE A, YT CA","1969-10","37","0","4","0","0","0","0","17","5","0","0","3","0","0.1","0.05","62","2349","886","0.11","0.2","36.4","44.0","28.8"
"CA002101300","WHITEHORSE A, YT CA","1969-11","37","0","19","3","25","2","8","28","19","0","0","-31","7","2.7","0.17","48","3809","1460","0.99","10.6","16.3","22.9","9.7"
"CA002101300","WHITEHORSE A, YT CA","1969-12","37","0","6","0","31","2","9","31","20","0","0","-17","5","1.4","0.09","38","5301","1492","0.20","3.9","16.9","23.4","10.3"
"CA002101300","WHITEHORSE A, YT CA","1970-01","0","0","11","2","31","2","20","31","29","0","0","-48","8","2.2","0.18","40","7341","2040","0.60","7.3","-0.8","6.3","-8.0"
"CA002101300","WHITEHORSE A, YT CA","1970-02","0","0","2","1","28","1","5","28","15","0","0","-12","12","3.4","0.24","43","8554","1212","0.26","3.7","21.7","30.6","12.8"
"CA002101300","WHITEHORSE A, YT CA","1970-03","0","0","2","0","26","0","3","30","6","0","0","-7","6","0.2","0.02","47","9692","1139","0.03","0.6","28.3","36.8","19.8"
"CA002101300","WHITEHORSE A, YT CA","1970-04","0","0","6","2","6","2","0","27","1","0","0","11","2","3.1","0.30","51","10626","934","0.56","6.2","33.9","42.3","25.4"
"CA002101300","WHITEHORSE A, YT CA","1970-05","0","0","13","4","0","0","0","13","0","0","0","25","0","0.6","0.27","66","11277","651","0.95","0.6","44.0","54.4","33.5"
"CA002101300","WHITEHORSE A, YT CA","1970-06","0","0","9","2","0","0","0","0","0","1","0","33","0","0.0","0.15","71","11695","418","0.58","0.0","51.1","61.8","40.3"
"CA002101300","WHITEHORSE A, YT CA","1970-07","0","0","7","2","0","0","0","0","0","8","0","36","0","0.0","0.15","80","325","325","0.41","0.0","54.5","65.4","43.6"
"CA002101300","WHITEHORSE A, YT CA","1970-08","0","0","7","2","0","0","0","1","0","3","0","30","0","0.0","0.25","76","732","407","0.51","0.0","51.9","61.4","42.3"
"CA002101300","WHITEHORSE A, YT CA","1970-09","0","0","16","8","1","1","0","8","0","0","0","14","1","1.2","0.30","63","1398","666","1.81","1.6","42.8","50.6","35.0"
"CA002101300","WHITEHORSE A, YT CA","1970-10","0","0","16","7","17","6","0","27","11","0","0","2","6","2.3","0.93","56","2527","1128","1.99","14.3","28.6","35.2","22.0"
"CA002101300","WHITEHORSE A, YT CA","1970-11","0","0","17","3","19","4","13","28","23","0","0","-25","12","3.3","0.33","53","4061","1534","1.19","12.7","13.9","20.8","6.9"
"CA002101300","WHITEHORSE A, YT CA","1970-12","0","0","17","2","31","2","19","31","29","0","0","-45","18","2.3","0.19","38","6090","2030","0.75","9.1","-0.5","6.3","-7.3"
"CA002101300","WHITEHORSE A, YT CA","1971-01","0","0","10","2","31","2","27","31","28","0","0","-51","19","1.6","0.16","39","8714","2623","0.58","5.9","-19.6","-11.6","-27.6"
"CA002101300","WHITEHORSE A, YT CA","1971-02","0","0","4","0","28","0","11","28","19","0","0","-35","19","0.5","0.05","41","10143","1430","0.10","1.3","13.9","22.2","5.6"
"CA002101300","WHITEHORSE A, YT CA","1971-03","0","0","10","1","31","1","15","31","25","0","0","-25","15","1.9","0.19","38","11742","1599","0.43","4.8","13.4","24.4","2.4"
"CA002101300","WHITEHORSE A, YT CA","1971-04","0","0","6","1","25","1","0","30","1","0","0","2","12","1.1","0.11","49","12734","992","0.23","2.3","31.9","40.2","23.7"
"CA002101300","WHITEHORSE A, YT CA","1971-05","0","0","1","0","0","0","0","19","0","1","0","20","0","0.0","0.03","70","13474","740","0.03","0.0","41.1","51.5","30.8"
"CA002101300","WHITEHORSE A, YT CA","1971-06","0","0","7","5","0","0","0","1","0","7","0","27","0","0.0","0.71","79","13825","351","2.07","0.0","53.3","65.7","40.9"
"CA002101300","WHITEHORSE A, YT CA","1971-07","20","20","3","1","0","0","0","0","0","23","0","36","0","0.0","0.20","86","164","164","0.22","0.0","60.4","73.0","47.7"
"CA002101300","WHITEHORSE A, YT CA","1971-08","27","6","15","7","0","0","0","1","0","7","0","31","0","0.0","0.95","85","478","313","3.41","0.0","55.1","65.6","44.6"
"CA002101300","WHITEHORSE A, YT CA","1971-09","27","0","15","3","0","0","0","11","0","0","0","22","0","0.8","0.20","62","1130","652","0.87","1.7","43.3","50.8","35.8"
"CA002101300","WHITEHORSE A, YT CA","1971-10","27","0","7","4","10","4","1","23","10","0","0","-4","5","3.4","0.27","53","2202","1072","0.84","10.9","30.4","36.9","23.9"
"CA002101300","WHITEHORSE A, YT CA","1971-11","27","0","16","3","30","5","11","30","26","0","0","-23","13","2.5","0.19","43","3777","1575","0.80","12.7","12.5","19.7","5.3"
"CA002101300","WHITEHORSE A, YT CA","1971-12","27","0","15","2","31","6","22","31","30","0","0","-52","21","1.7","0.10","34","5930","2153","0.83","12.2","-4.5","4.5","-13.5"
"CA002101300","WHITEHORSE A, YT CA","1972-01","0","0","12","4","31","6","29","31","30","0","0","-49","34","4.4","0.33","33","8545","2615","1.14","15.7","-19.4","-11.0","-27.7"
"CA002101300","WHITEHORSE A, YT CA","1972-02","0","0","14","4","29","5","26","29","29","0","0","-37","37","2.4","0.20","32","10638","2094","0.93","11.2","-7.2","2.6","-17.1"
"CA002101300","WHITEHORSE A, YT CA","1972-03","0","0","9","0","31","1","10","31","14","0","0","-41","37","1.4","0.05","41","12267","1628","0.23","3.8","12.5","22.7","2.2"
"CA002101300","WHITEHORSE A, YT CA","1972-04","0","0","12","2","30","2","4","30","9","0","0","-18","23","2.2","0.25","44","13530","1264","0.67","7.0","22.9","33.8","11.9"
"CA002101300","WHITEHORSE A, YT CA","1972-05","0","0","5","1","8","1","0","21","0","1","0","18","15","1.5","0.20","72","14219","688","0.40","2.2","42.8","54.6","31.0"
"CA002101300","WHITEHORSE A, YT CA","1972-06","0","0","5","2","0","1","0","6","0","9","0","30","0","5.0","0.62","84","14610","391","0.77","5.0","51.9","64.5","39.4"
"CA002101300","WHITEHORSE A, YT CA","1972-07","1","1","14","9","0","0","0","0","0","16","0","36","0","0.0","0.72","84","254","254","2.29","0.0","56.9","69.2","44.5"
"CA002101300","WHITEHORSE A, YT CA","1972-08","1","0","15","7","0","0","0","1","0","6","0","30","0","0.0","0.65","74","581","327","1.84","0.0","54.4","63.9","45.0"
"CA002101300","WHITEHORSE A, YT CA","1972-09","1","0","15","6","5","3","0","13","0","2","0","11","2","3.4","0.31","73","1288","707","1.50","7.5","41.4","50.3","32.6"
"CA002101300","WHITEHORSE A, YT CA","1972-10","1","0","10","3","7","3","1","25","8","0","0","-5","4","2.0","0.14","56","2366","1078","0.64","6.4","30.2","38.3","22.2"
"CA002101300","WHITEHORSE A, YT CA","1972-11","1","0","6","0","30","2","3","29","23","0","0","-7","5","1.2","0.09","40","3715","1350","0.18","3.5","20.0","25.9","14.1"
"CA002101300","WHITEHORSE A, YT CA","1972-12","1","0","13","5","31","5","21","31","31","0","0","-45","8","1.9","0.18","28","5715","2000","0.97","10.6","0.5","8.9","-7.9"
"CA002101300","WHITEHORSE A, YT CA","1973-01","0","0","15","1","31","3","29","31","30","0","0","-42","15","2.1","0.21","33","8032","2316","0.70","9.9","-9.7","-0.1","-19.3"
"CA002101300","WHITEHORSE A, YT CA","1973-02","0","0","6","0","28","0","21","28","23","0","0","-33","16","0.9","0.06","40","9796","1765","0.19","2.4","2.0","13.2","-9.3"
"CA002101300","WHITEHORSE A, YT CA","1973-03","0","0","4","0","31","0","5","31","14","0","0","-8","15","0.9","0.09","44","11119","1322","0.21","2.2","22.4","32.2","12.5"
"CA002101300","WHITEHORSE A, YT CA","1973-04","0","0","3","2","20","1","0","27","0","0","0","16","8","1.0","0.14","55","12042","924","0.27","1.0","34.2","43.0","25.4"
"CA002101300","WHITEHORSE A, YT CA","1973-05","0","0","3","1","0","0","0","17","0","1","0","24","0","0.0","0.27","73","12729","687","0.32","0.0","42.8","54.0","31.7"
"CA002101300","WHITEHORSE A, YT CA","1973-06","0","0","8","2","0","0","0","4","0","0","0","29","0","0.0","0.14","69","13142","412","0.53","0.0","51.3","62.5","40.0"
"CA002101300","WHITEHORSE A, YT CA","1973-07","0","0","13","4","0","0","0","0","0","11","0","35","0","0.0","0.22","77","286","286","1.11","0.0","55.8","67.5","44.0"
"CA002101300","WHITEHORSE A, YT CA","1973-08","0","0","12","5","0","0","0","6","0","4","0","27","0","0.0","0.43","75","744","457","1.77","0.0","50.3","60.5","40.0"
"CA002101300","WHITEHORSE A, YT CA","1973-09","0","0","12","5","0","0","0","10","0","0","0","19","0","0.0","0.25","64","1360","616","0.98","0.0","44.5","55.4","33.6"
"CA002101300","WHITEHORSE A, YT CA","1973-10","0","0","13","4","17","4","0","29","6","0","0","16","4","1.8","0.18","53","2380","1020","0.89","7.9","32.1","37.9","26.3"
"CA002101300","WHITEHORSE A, YT CA","1973-11","0","0","15","4","30","5","26","30","30","0","0","-34","11","2.3","0.23","27","4445","2065","0.93","12.6","-3.9","4.1","-11.8"
"CA002101300","WHITEHORSE A, YT CA","1973-12","0","0","9","2","31","4","24","31","29","0","0","-37","19","2.0","0.18","34","6439","1993","0.59","9.6","0.7","8.7","-7.3"
"CA002101300","WHITEHORSE A, YT CA","1974-01","0","0","9","2","31","3","31","31","31","0","0","-53","23","2.2","0.14","7","9082","2643","0.58","9.3","-20.3","-11.8","-28.7"
"CA002101300","WHITEHORSE A, YT CA","1974-02","0","0","11","1","28","1","17","28","22","0","0","-47","23","1.2","0.12","43","10723","1640","0.46","5.9","6.4","16.2","-3.4"
"CA002101300","WHITEHORSE A, YT CA","1974-03","0","0","9","1","31","1","15","31","19","0","0","-40","17","1.5","0.15","44","12418","1696","0.36","3.7","10.3","23.6","-3.0"
"CA002101300","WHITEHORSE A, YT CA","1974-04","0","0","2","0","24","0","2","28","3","0","0","-2","13","0.7","0.06","54","13388","969","0.08","1.1","32.7","41.8","23.5"
